abstract,url,snipper,lead_par,pub_date,type_of_material
"As Americans buy more, they are expected to spur trade and investment and invigorate demand for German cars, Australian wine, Mexican auto parts and French fashions.",https://www.nytimes.com/2021/04/02/business/economy/stimulus-global-economy.html,"As Americans buy more, they are expected to spur trade and investment and invigorate demand for German cars, Australian wine, Mexican auto parts and French fashions.","Washington’s robust spending in response to the coronavirus crisis is helping to pull the United States out of its sharpest economic slump in decades, funneling trillions of dollars to Americans’ checking accounts and to businesses.",2021-04-02T15:18:59+0000,News
"The toll on health care workers, many of whom are giving up their holiday to treat dangerously ill Covid patients, is severe.",https://www.nytimes.com/2021/12/25/us/covid-hospitals.html,"The toll on health care workers, many of whom are giving up their holiday to treat dangerously ill Covid patients, is severe.","INDIANAPOLIS — Of all the Covid patients that Ronda Stevenson is treating over Christmas, there’s one she cannot stop thinking about. He has been hospitalized for 10 months, and in all that time his 7-year-old daughter has never once been allowed to visit, prohibited from the hospital by age restrictions that keep families separated. Situations like this are bringing even veteran health care workers to tears.",2021-12-25T10:00:13+0000,News
A new study bolsters the prediction by the Centers for Disease Control and Prevention that the so-called B.1.1.7 variant will dominate Covid-19 cases by March.,https://www.nytimes.com/2021/02/07/health/coronavirus-variant-us-spread.html,A new study bolsters the prediction by the Centers for Disease Control and Prevention that the so-called B.1.1.7 variant will dominate Covid-19 cases by March.,"A more contagious variant of the coronavirus first found in Britain is spreading rapidly in the United States, doubling roughly every 10 days, according to a new study.",2021-02-07T16:01:48+0000,News
How the coronavirus spread across the United States.,https://www.nytimes.com/interactive/2020/12/27/us/coronavirus-this-week-year-end.html,How the coronavirus spread across the United States.,How the coronavirus spread across the United States.,2020-12-30T16:05:51+0000,Interactive Feature
The door that opened in June may close for some again as E.U. officials see American coronavirus cases surge.,https://www.nytimes.com/2021/08/30/world/europe/american-tourists-europe.html,The door that opened in June may close for some again as E.U. officials see American coronavirus cases surge.,"BRUSSELS — Back in June, the European Union urged its member countries to reopen their borders to travelers from the United States, hoping to give a boost to the continent’s ailing tourism sector in the crucial summer season.",2021-08-30T19:27:20+0000,News
Looking back at the outbreak so far can provide some clues about how the virus may spread in the future.,https://www.nytimes.com/interactive/2021/10/23/us/covid-surges.html,Looking back at the outbreak so far can provide some clues about how the virus may spread in the future.,Looking back at the outbreak so far can provide some clues about how the virus may spread in the future.,2021-10-23T09:00:01+0000,Interactive Feature
RM and Jin discovered they were infected a day after Suga got his diagnosis. All tested positive after returning to South Korea from the United States.,https://www.nytimes.com/2021/12/26/world/bts-covid-coronavirus.html,RM and Jin discovered they were infected a day after Suga got his diagnosis. All tested positive after returning to South Korea from the United States.,"SEOUL — Three members of the global K-pop phenomenon BTS have tested positive for the coronavirus, according to Big Hit Music, the group’s management company.",2021-12-26T17:21:08+0000,News
Frontline medical personnel in hospitals and nursing homes are urging the incoming Biden administration to use the Defense Production Act to increase manufacturing of personal protective equipment.,https://www.nytimes.com/2020/12/20/health/covid-ppe-shortages.html,Frontline medical personnel in hospitals and nursing homes are urging the incoming Biden administration to use the Defense Production Act to increase manufacturing of personal protective equipment.,"As Americans celebrate the rollout of a coronavirus vaccine, many of the doctors and nurses first in line for inoculation say a victory lap is premature. They fear that the optimism stirred by the vaccine will overshadow a crisis that has drawn scant public attention in recent months: the alarming shortage of personal protective equipment, or P.P.E., that has led frontline medical workers to ration their use of the disposable gloves, gowns and N95 respirator masks that reduce the spread of infection.",2020-12-20T23:22:21+0000,News
The Biden administration is determined to restart in-person learning quickly. But there are some major hurdles.,https://www.nytimes.com/2021/02/10/podcasts/the-daily/school-reopening-teachers-unions-biden.html,The Biden administration is determined to restart in-person learning quickly. But there are some major hurdles.,Almost a year into the pandemic and the American education system remains severely disrupted. About half of children across the United States are not in school. And it is evident that remote learning is a challenge — both academically and emotionally.,2021-02-10T11:00:08+0000,News
What to do in advance of the BA.2 wave.,https://www.nytimes.com/2022/04/01/briefing/preparing-for-the-next-wave.html,What to do in advance of the BA.2 wave.,"Just when the Omicron wave seems to have died down in the U.S., experts are already warning about the next surge of cases — this time driven by the highly infectious subvariant BA.2.",2022-04-01T21:01:15+0000,News
"As the United States entered its third year of the pandemic, fewer Americans are reporting that they have been wearing masks in recent months, according to a poll released on Tuesday by The Associated Press and NORC.",https://www.nytimes.com/2022/03/29/us/americans-are-taking-fewer-precautions-two-years-into-the-pandemic-poll-says.html,,"As the United States entered its third year of the pandemic, fewer Americans are reporting that they have been wearing masks in recent months, according to a poll released on Tuesday by The Associated Press and NORC.",2022-03-30T02:18:55+0000,News
The controversial history of human challenge trials.,https://www.nytimes.com/2021/10/14/opinion/covid-human-challenge-trial.html,The controversial history of human challenge trials.,"In an age of masking, compulsive hand sanitizing and plexiglass dividers, it seems inconceivable that for more than 40 years people enthusiastically signed up — and were often put on a waiting list — to have respiratory viruses, including coronaviruses, dripped into their noses.",2021-10-14T09:00:06+0000,Op-Ed
Wildfires. Drought. Monsoons. Sewage spills. A resurgent virus. The summer season we thought we knew has become something ominous.  ,https://www.nytimes.com/2021/07/28/us/the-end-of-summer.html,Wildfires. Drought. Monsoons. Sewage spills. A resurgent virus. The summer season we thought we knew has become something ominous.  ,Follow our live coverage of extreme weather and climate change.,2021-07-28T09:00:20+0000,News
What have we learned from the year that lasted a century?,https://www.nytimes.com/2021/03/16/health/coronavirus-pandemic-lessons.html,What have we learned from the year that lasted a century?,"To hear more audio stories from publishers like The New York Times, download Audm for iPhone or Android.",2021-03-16T07:00:09+0000,News
"China is the new Japan, and chips are the new chips.",https://www.nytimes.com/2021/06/11/opinion/economic-nationalism-biden-trump-trade.html,"China is the new Japan, and chips are the new chips.","If you’re under 50, you probably don’t remember when Japan was going to take over the world. But in the late 1980s and early 1990s, many people were obsessed with Japan’s economic success and feared American decline. The supposedly nonfiction sections of airport bookstores were filled with volumes featuring samurai warriors on their covers, promising to teach you the secrets of Japanese management. Michael Crichton had a best-selling novel, “Rising Sun,” about the looming threat of Japanese domination, before he moved on to dinosaurs.",2021-06-11T17:20:03+0000,Op-Ed
"“Things are tenuous,” says Dr. Rochelle Walensky, the C.D.C. director. “Now is not the time to relax restrictions.”",https://www.nytimes.com/2021/02/26/world/cdc-warning-state-restrictions-covid.html,"“Things are tenuous,” says Dr. Rochelle Walensky, the C.D.C. director. “Now is not the time to relax restrictions.”","The federal government warned impatient governors against relaxing pandemic control measures on Friday, saying that a recent steep drop in U.S. coronavirus cases and deaths “may be stalling” and “potentially leveling off at still a very high number” — a worrisome development that comes as more cases of concerning new variants have been found and could suggest that a return to normalcy is not yet quite as near as many Americans had hoped.",2021-02-26T18:54:08+0000,News
"Despite some turmoil, a vast majority of students have been in classrooms full-time and mostly uninterrupted this fall. Now, educators debate what’s next.",https://www.nytimes.com/2021/10/07/us/coronavirus-public-schools.html,"Despite some turmoil, a vast majority of students have been in classrooms full-time and mostly uninterrupted this fall. Now, educators debate what’s next.","When schools fully reopened, the Delta variant drove many worries: Would crowded classrooms run up infection rates? Would outbreaks keep many schools closed? Could there be a normal academic year — the first since the pandemic began?",2021-10-07T15:55:46+0000,News
"More states are finding cases of the new variant. Tracking its spread, experts say, is key to understanding what threat it poses.",https://www.nytimes.com/2021/12/03/us/coronavirus-omicron-sequencing.html,"More states are finding cases of the new variant. Tracking its spread, experts say, is key to understanding what threat it poses.","OMAHA — Researchers in Nebraska had just finished sequencing six samples of the Omicron variant, the most discovered anywhere in the United States. They just didn’t know it yet.",2021-12-03T23:07:48+0000,News
"Tough sacrifices may still be required, but many see a post-pandemic resurgence in the year ahead.",https://www.nytimes.com/2021/01/11/business/economy/coronavirus-business-outlook.html,"Tough sacrifices may still be required, but many see a post-pandemic resurgence in the year ahead.","For Ashlie Ordonez, owner of the Bare Bar Studio, a spa in Denver, vaccinations for the coronavirus can’t come soon enough. While she anticipates better days later this year, surviving until then will be a struggle, and she knows the next few months will be lean ones.",2021-01-11T15:46:28+0000,News
"A new study compares health care costs, accessibility to care, and baby- and family-friendliness in the 50 states and Washington, D.C.",https://www.nytimes.com/2021/09/30/realestate/best-places-to-have-babies.html,"A new study compares health care costs, accessibility to care, and baby- and family-friendliness in the 50 states and Washington, D.C.","There are many factors to consider when choosing a place to live — things like job opportunities, living costs and local politics. But people who are thinking about starting a family have a whole other set of details to mull, many of which are addressed in a new study by WalletHub. The analysis weighed 31 metrics across three categories in each of the 50 states and Washington, D.C., to determine the best and worst places in the United States to have a baby.",2021-09-30T13:30:08+0000,News
"Cases and deaths have dipped, and vaccinations make scientists hopeful, even as variants mean the coronavirus is here to stay.",https://www.nytimes.com/2021/05/06/us/covid-case-hospitalizations-update.html,"Cases and deaths have dipped, and vaccinations make scientists hopeful, even as variants mean the coronavirus is here to stay.","After weeks of coronavirus patients flooding emergency rooms in Michigan, the worst Covid-19 hot spot in the nation, hospitalizations are finally falling.",2021-05-06T07:00:13+0000,News
Closing the border last year was the right thing to do. But the situation has changed.,https://www.nytimes.com/2021/06/10/opinion/canada-border-americans-trudeau.html,Closing the border last year was the right thing to do. But the situation has changed.,"Hockey fans rejoiced last Sunday when Canadian health officials agreed to let National Hockey League teams cross the U.S.-Canada border for the Stanley Cup playoffs. It was not a big surprise; the Montreal Canadiens are looking good, and they stand to bring the Cup north for the first time since they won it last in 1993.",2021-06-10T23:09:45+0000,Op-Ed
Working from home was an “infant industry”; so was early retirement.,https://www.nytimes.com/2021/07/02/opinion/work-jobs-employment.html,Working from home was an “infant industry”; so was early retirement.,"In the spring of 2020, the U.S. economy went into what I described at the time as a “medically induced coma”: We shut down much of the economy in an attempt to limit the spread of the coronavirus. This was, in retrospect, a wise policy that should have been followed much more thoroughly. After all, by slowing the spread of the virus, we didn’t just avoid overwhelming the health care system; we also bought time for the development and dissemination of vaccines, so that tens of millions of Americans who would have been infected without the lockdowns ended up dodging the bullet.",2021-07-02T16:55:05+0000,Op-Ed
"The European Union has reopened to visitors from the United States, but the traffic has not been two-way. There are few clues as to when that will change.",https://www.nytimes.com/2021/07/08/travel/europeans-us-travel-restrictions.html,"The European Union has reopened to visitors from the United States, but the traffic has not been two-way. There are few clues as to when that will change.","In June, the European Union officially recommended its member countries reopen their borders to American tourists after more than a year of tight restrictions. The United Kingdom also placed the United States on an “amber” list, and on July 28, said fully vaccinated travelers from the U.S. would be allowed entry to England and Scotland without quarantining upon arrival starting Aug. 2.",2021-07-08T20:30:07+0000,News
It would be more than just a symbolic gesture.,https://www.nytimes.com/2021/03/07/opinion/racism-public-health-emergency.html,It would be more than just a symbolic gesture.,"While Black and Latino people make up only 13 and 18 percent of the U.S. population, respectively, as of November they account for more than 50 percent of the country’s Covid-19 hospitalizations. In Los Angeles County, deaths among Latino people have increased more than 1,000 percent since November, nearly triple the rate for white residents. Native Americans have been nearly twice as likely as white people to die from Covid-19. The virus has killed a disproportionate number of Filipino nurses. To bring desperately needed relief to the communities of color that have been ravaged by the pandemic because of the effects of structural racism, the Department of Health and Human Services should declare racism a public health emergency.",2021-03-07T16:00:06+0000,Op-Ed
The people who need treatments the most may be the least likely to get them. ,https://www.nytimes.com/2022/02/13/opinion/covid-drugs.html,The people who need treatments the most may be the least likely to get them. ,"Vaccines are essential for creating widespread immunity against the coronavirus. But drugs that can treat Covid-19 are also critical to combat the pandemic. This is especially true for places where large numbers of people remain unvaccinated and unboosted. These individuals could benefit from treatment if they get sick. Others, like the immunocompromised, may need additional help to fight off the disease.",2022-02-13T16:00:06+0000,Op-Ed
How a little-known drug used to treat livestock and some parasitic conditions in humans became the Covid medication of choice for those reluctant to take a vaccine.,https://www.nytimes.com/2021/10/04/podcasts/the-daily/ivermectin-misinformation-covid19-drugs.html,How a little-known drug used to treat livestock and some parasitic conditions in humans became the Covid medication of choice for those reluctant to take a vaccine.,"Ivermectin is a drug that emerged in the 1970s, used mainly for deworming horses and other animals.",2021-10-04T10:00:06+0000,News
Researchers estimated that there were nearly 20 million infected adults at a time when the number was reported to be closer to three million.,https://www.nytimes.com/2021/06/24/world/us-covid-cases-nih.html,Researchers estimated that there were nearly 20 million infected adults at a time when the number was reported to be closer to three million.,"For every coronavirus infection that was recorded in the United States in mid-2020, nearly five asymptomatic cases went undetected, according to a new study by the National Institutes of Health.",2021-06-24T19:52:57+0000,News
"The highly infectious variant of Covid-19 has contributed to a rise in cases, hospitalizations and deaths in the United States.",https://www.nytimes.com/2021/09/18/health/delta-covid-us-cases-cdc.html,"The highly infectious variant of Covid-19 has contributed to a rise in cases, hospitalizations and deaths in the United States.","The extremely transmissible Delta variant of the coronavirus, which overtook all other variants in the United States just a few months ago, now represents more than 99 percent of cases tracked in the country, according to the data from the Centers for Disease Control and Prevention.",2021-09-18T19:56:32+0000,News
"As the Omicron variant recedes, cities and states with the longest mask and vaccine mandates are rapidly lifting them. The abrupt shift has unsettled the most vigilant Americans.",https://www.nytimes.com/2022/03/12/us/covid-pandemic-vaccines-mandates.html,"As the Omicron variant recedes, cities and states with the longest mask and vaccine mandates are rapidly lifting them. The abrupt shift has unsettled the most vigilant Americans.","It was two years ago that the World Health Organization declared Covid-19 a pandemic, and after nearly one million deaths across the United States, the virus is far from gone. Rates of new infections, while improving, are still higher now than the beginning of last summer.",2022-03-12T10:00:16+0000,News
"Since the coronavirus pandemic began sweeping across the country last year, deaths have been 21 percent above normal. See the breakdown by state.",https://www.nytimes.com/interactive/2021/01/14/us/covid-19-death-toll.html,"Since the coronavirus pandemic began sweeping across the country last year, deaths have been 21 percent above normal. See the breakdown by state.","Since the coronavirus pandemic began sweeping across the country last year, deaths have been 21 percent above normal. See the breakdown by state.",2021-01-14T22:41:37+0000,Interactive Feature
Germany prepares for a lockdown.,https://www.nytimes.com/2020/12/13/briefing/germany-lockdown-john-le-carre-brexit.html,Germany prepares for a lockdown.,(Want to get this briefing by email? Here’s the sign-up.),2020-12-14T02:48:00+0000,briefing
Some companies are trying to use U.S.-Canada crossings hundreds of miles from the bridges that protesters have blocked.,https://www.nytimes.com/2022/02/11/world/canada/canada-protests-autos.html,Some companies are trying to use U.S.-Canada crossings hundreds of miles from the bridges that protesters have blocked.,"Blockades of the U.S.-Canada border stymied flows of critical supplies for the fourth day on Friday, leaving companies scrambling for materials and shutting down major auto factories from Ontario to Alabama.",2022-02-11T16:47:39+0000,News
"Between 1920 and 2020, the average human life span doubled. How did we do it? Science mattered — but so did activism.",https://www.nytimes.com/2021/04/27/magazine/global-life-span.html,"Between 1920 and 2020, the average human life span doubled. How did we do it? Science mattered — but so did activism.","In September 1918, a flu virus began spreading through Camp Devens, an overcrowded military base just outside Boston. By the end of the second week of the outbreak, one in five soldiers at the base had come down with the illness. But the speed with which it spread through the camp was not nearly as shocking as the lethality. “It is only a matter of a few hours then until death comes,” a camp physician wrote. “It is horrible. One can stand it to see one, two or 20 men die, but to see these poor devils dropping like flies sort of gets on your nerves. We have been averaging about 100 deaths per day.”",2021-04-27T09:03:03+0000,News
"Despite sharp criticism, the agency is holding to its guidance that  people infected with the coronavirus can stop isolating after five days without obtaining a negative virus test.",https://www.nytimes.com/2022/01/04/health/cdc-testing-isolation.html,"Despite sharp criticism, the agency is holding to its guidance that  people infected with the coronavirus can stop isolating after five days without obtaining a negative virus test.","Despite sharp criticism, the Centers for Disease Control and Prevention on Tuesday stood by its recommendation that Americans infected with the coronavirus end their isolation after five days without first obtaining a negative virus test.",2022-01-04T22:23:54+0000,News
"A powerful winter storm pummeled the northeast, dropping more than a foot of snow in many areas",https://www.nytimes.com/interactive/2021/02/02/us/northeast-storm-snowfall.html,"A powerful winter storm pummeled the northeast, dropping more than a foot of snow in many areas","A powerful winter storm pummeled the northeast, dropping more than a foot of snow in many areas",2021-02-02T18:20:22+0000,Interactive Feature
"Face coverings have been a political flash point for more than a year. But now, the backlash is directed at people who don’t plan to take them off.",https://www.nytimes.com/2021/05/17/nyregion/vaccinated-masks-cdc.html,"Face coverings have been a political flash point for more than a year. But now, the backlash is directed at people who don’t plan to take them off.","Whenever Joe Glickman heads out for groceries, he places an N95 mask over his face and tugs a cloth mask on top of it. He then pulls on a pair of goggles.",2021-05-17T09:00:10+0000,News
"Signs of economic life are picking up, and mounds of cash are waiting to be spent as the virus loosens its grip.",https://www.nytimes.com/2021/02/21/business/economy/pandemic-economic-boom.html,"Signs of economic life are picking up, and mounds of cash are waiting to be spent as the virus loosens its grip.","The U.S. economy remains mired in a pandemic winter of shuttered storefronts, high unemployment and sluggish job growth. But on Wall Street and in Washington, attention is shifting to an intriguing if indistinct prospect: a post-Covid boom.",2021-02-21T20:00:08+0000,News
"Within 24 hours, the Federal Reserve, Bank of England and European Central Bank all stepped forward to deal with price increases.",https://www.nytimes.com/2021/12/16/business/economy/omicron-inflation.html,"Within 24 hours, the Federal Reserve, Bank of England and European Central Bank all stepped forward to deal with price increases.","There is still a lot scientists do not know about Omicron. There is cautious optimism — but no certainty — about the effectiveness of vaccines against this fast-spreading variant of the coronavirus, and experts do not fully understand what it means for public health or the economy.",2021-12-16T21:49:06+0000,News
The worrisome development comes as officials and scientists across the country warn of a fourth possible surge of the coronavirus.,https://www.nytimes.com/2021/04/07/us/covid-variant-infection.html,The worrisome development comes as officials and scientists across the country warn of a fourth possible surge of the coronavirus.,"A highly infectious variant of the coronavirus that was first identified in Britain has now become the most common source of new infections in the United States, the director of the Centers for Disease Control and Prevention said Wednesday — a worrisome development that comes as officials and scientists warn of a possible fourth virus surge.",2021-04-07T17:41:49+0000,News
"The country averaged 61,545 cases last week, 11 percent more than the average two weeks earlier.",https://www.nytimes.com/2021/03/28/world/covid-cases-surge-variants-restrictions.html,"The country averaged 61,545 cases last week, 11 percent more than the average two weeks earlier.","After weeks of decline followed by a steady plateau, coronavirus cases are rising again in the United States. Deaths are still decreasing, but the country averaged 61,545 cases last week, 11 percent more than the average two weeks earlier.",2021-03-28T15:15:57+0000,News
"New York Times photographers around the United States spent the past six months documenting the coronavirus economy. As its path veered, so did our sense of where the finish line was.",https://www.nytimes.com/interactive/2021/09/14/business/economy/us-economy-return-to-work.html,"New York Times photographers around the United States spent the past six months documenting the coronavirus economy. As its path veered, so did our sense of where the finish line was.","New York Times photographers around the United States spent the past six months documenting the coronavirus economy. As its path veered, so did our sense of where the finish line was.",2021-09-15T01:12:18+0000,Interactive Feature
Myanmar’s junta hoards oxygen as cases climb.,https://www.nytimes.com/2021/07/15/briefing/your-friday-briefing.html,Myanmar’s junta hoards oxygen as cases climb.,"The military has ordered that the lifesaving gas be withheld from private clinics and has even stopped charities from giving it away, medical workers say.",2021-07-15T20:38:05+0000,briefing
Experts say that tourists could come back in the spring or summer but that more profitable business travelers could stay away for a year or longer.,https://www.nytimes.com/2021/02/19/business/airlines-outlook-pandemic-vaccines.html,Experts say that tourists could come back in the spring or summer but that more profitable business travelers could stay away for a year or longer.,It was “a year of going through hell” for United Airlines. Delta Air Lines had “the toughest year” in its history. And for American Airlines it was “the most challenging year.” That’s how the executives who run those companies described 2020 in recent weeks.,2021-02-19T10:00:22+0000,News
The horrors of Covid-19 may give proponents of the liberal arts an unexpected opening.,https://www.nytimes.com/2021/04/10/opinion/sunday/covid-medical-school-humanities.html,The horrors of Covid-19 may give proponents of the liberal arts an unexpected opening.,"Over the past year, ordinary medical research nearly ground to a halt as researchers focused on coronavirus vaccine trials and treatments. Single-mindedness paid off. Drugmakers developed lifesaving vaccines in record time, and now a third of Americans are at least partially vaccinated.",2021-04-10T15:00:07+0000,Op-Ed
Tokyo warned that China’s rapid military expansion was threatening to upset the balance of power between Beijing and Washington.,https://www.nytimes.com/2021/07/13/world/asia/japan-taiwan-china-us.html,Tokyo warned that China’s rapid military expansion was threatening to upset the balance of power between Beijing and Washington.,"TOKYO — In unusually blunt terms, Japan on Tuesday warned that military posturing by Beijing and Washington over Taiwan was posing a threat to its security.",2021-07-13T12:39:57+0000,News
"Health officials said there was little risk that the virus, which causes a rare but potentially serious illness, would spread. Both cases this year were identified in travelers who had returned from Nigeria.",https://www.nytimes.com/2021/11/17/us/monkeypox-case-maryland.html,"Health officials said there was little risk that the virus, which causes a rare but potentially serious illness, would spread. Both cases this year were identified in travelers who had returned from Nigeria.","A case of monkeypox, a rare but potentially serious viral illness, was identified in a Maryland resident who had recently returned from Nigeria, making it the second case in the United States this year, health officials said. They said the risk that the virus would spread was low.",2021-11-17T22:38:41+0000,News
A sense of dread about the variant’s rapid spread is growing even in places that had experienced a virus lull.,https://www.nytimes.com/2021/12/22/us/omicron-virus-worry-dread.html,A sense of dread about the variant’s rapid spread is growing even in places that had experienced a virus lull.,MIAMI — The Omicron variant has turned a season of joy into one of weariness and resentment amid a new coronavirus surge.,2021-12-22T08:00:09+0000,News
Two different leaders with differing approaches landed on a policy of coexisting with the virus. Analysts say they had little choice.,https://www.nytimes.com/2022/01/08/world/europe/biden-boris-johnson-coronavirus-omicron.html,Two different leaders with differing approaches landed on a policy of coexisting with the virus. Analysts say they had little choice.,"LONDON — On the evening of Dec. 21, Prime Minister Boris Johnson appeared from 10 Downing Street to tell anxious Britons they could “go ahead with their Christmas plans,” despite a surge in new coronavirus cases. At nearly the same moment, President Biden took to a White House podium to give Americans a similar greenlight.",2022-01-08T08:00:12+0000,News
The pandemic revealed the glaring weaknesses of the world’s premier public health agency — and just how much work it would take to reform it.,https://www.nytimes.com/2021/06/16/magazine/cdc-covid-response.html,The pandemic revealed the glaring weaknesses of the world’s premier public health agency — and just how much work it would take to reform it.,,2021-06-16T20:47:13+0000,News
"After the White House declined to pursue a unified national strategy, governors faced off against lobbyists, health experts and a restless public consumed by misinformation.",https://www.nytimes.com/2021/01/17/us/covid-deaths-2020.html,"After the White House declined to pursue a unified national strategy, governors faced off against lobbyists, health experts and a restless public consumed by misinformation.","The path to beating the coronavirus was clear, but Kelley Vollmar had never felt so helpless.",2021-01-17T21:45:29+0000,News
"Some want classrooms to stay open through the surge; others are desperate for a remote option. For nearly all, it’s an agonizing situation.",https://www.nytimes.com/2022/01/04/us/school-closing-omicron-covid.html,"Some want classrooms to stay open through the surge; others are desperate for a remote option. For nearly all, it’s an agonizing situation.","A mother in rural Wisconsin said she felt “utterly helpless” as she sent her 13-year-old off to school. Another, in suburban New Jersey, expressed frustration that her highly vaccinated district had returned to remote learning. One in Chicago said she hoped the city’s teachers followed through on their threat to walk out so her 12-year-old daughter wouldn’t have to return to a crowded classroom.",2022-01-04T10:00:14+0000,News
Large dine-in chains are finding it difficult to enact uniform approaches to the pandemic when dealing with different regulations across the country about how they can operate.,https://www.nytimes.com/2020/12/18/business/restaurant-coronavirus-regulations-chains.html,Large dine-in chains are finding it difficult to enact uniform approaches to the pandemic when dealing with different regulations across the country about how they can operate.,Executives at the Brazilian steakhouse chain Fogo de Chão thought they had seen the worst of it.,2020-12-18T10:00:31+0000,News
"Experts aren’t sure what explains the divide; some think warmer weather in the Sun Belt has played a role, while others suspect decreased testing is muddying the virus’s true footprint.",https://www.nytimes.com/2021/04/13/us/covid-surge-midwest-northeast.html,"Experts aren’t sure what explains the divide; some think warmer weather in the Sun Belt has played a role, while others suspect decreased testing is muddying the virus’s true footprint.","The virus is again surging in parts of the United States, but it’s a picture with dividing lines: ominous figures in the Northeast and Upper Midwest, but largely not in the South.",2021-04-13T08:58:37+0000,News
The comments from President Biden’s chief medical adviser came just two days after the C.D.C. belatedly highlighted the danger of airborne transmission.,https://www.nytimes.com/2021/05/09/world/fauci-indoor-mask-mandates.html,The comments from President Biden’s chief medical adviser came just two days after the C.D.C. belatedly highlighted the danger of airborne transmission.,"Dr. Anthony S. Fauci said on Sunday that he was open to relaxing indoor masking rules as more Americans are vaccinated against the virus, just two days after the Centers for Disease Control and Prevention belatedly emphasized the danger of airborne transmission.",2021-05-09T19:07:47+0000,News
The war in Ukraine is snarling global energy supply.,https://www.nytimes.com/2022/03/31/briefing/your-friday-briefing-biden-releases-oil-reserves.html,The war in Ukraine is snarling global energy supply.,"On Thursday, the White House announced a plan to release up to 180 million barrels of oil from U.S. strategic reserves, the largest release since it was created, hoping to push gas prices down.  Oil prices, which had been surging since the fighting in Ukraine began, fell modestly on expectations of the announcement. But diesel prices are still soaring.",2022-03-31T20:53:12+0000,briefing
"To assess how public schools have navigated the pandemic and the impact on students, The Times examined seven representative districts. The answers were strikingly different.",https://www.nytimes.com/2021/01/21/us/schools-coronavirus.html,"To assess how public schools have navigated the pandemic and the impact on students, The Times examined seven representative districts. The answers were strikingly different.",What does it mean to go to public school in the United States during the pandemic?,2021-01-21T10:00:17+0000,News
"With vaccinations on the rise, many colleges are planning in-person commencements, sowing frustration on campuses sticking to online ones.",https://www.nytimes.com/2021/04/30/us/virtual-graduation-coronavirus.html,"With vaccinations on the rise, many colleges are planning in-person commencements, sowing frustration on campuses sticking to online ones.","Her first reaction after receiving the email from the University of Tampa announcing that commencement would be conducted online was to cry. Across Florida, larger colleges were announcing plans for in-person graduations — so why not hers?",2021-04-30T09:00:30+0000,News
"In the absence of a national effort to make coronavirus testing widely available, a number of big American companies ramped up their own, making tests available for a select group of workers.",https://www.nytimes.com/2022/01/12/business/covid-testing-google-blackrock-morgan-stanley.html,"In the absence of a national effort to make coronavirus testing widely available, a number of big American companies ramped up their own, making tests available for a select group of workers.","The latest Covid-19 wave has left millions of Americans scrambling for tests, braving long lines in the cold at pop-up sites or searching furiously online for kits to use at home. But for a select group of employees at some of the country’s largest companies, tests are free and often readily available.",2022-01-12T10:00:17+0000,News
"Mehmet Oz is a quasi-religious leader, one who has set up his revival tent between a yoga studio and an urgent-care clinic, with the television cameras rolling. ",https://www.nytimes.com/2022/01/09/opinion/culture/dr-oz-covid-wellness-individualism.html,"Mehmet Oz is a quasi-religious leader, one who has set up his revival tent between a yoga studio and an urgent-care clinic, with the television cameras rolling. ",It’s perhaps an understatement to say that Americans have a difficult and contradictory relationship with our bodies.,2022-01-09T16:00:10+0000,Op-Ed
"Steep surges driven by the Omicron variant have led to record-breaking rates of new cases in the United States, Canada, Australia and across Western Europe.",https://www.nytimes.com/interactive/2021/12/30/world/covid-cases-omicron.html,"Steep surges driven by the Omicron variant have led to record-breaking rates of new cases in the United States, Canada, Australia and across Western Europe.","Steep surges driven by the Omicron variant have led to record-breaking rates of new cases in the United States, Canada, Australia and across Western Europe.",2021-12-30T17:19:15+0000,Interactive Feature
"After an unrelenting spike in cases, a small but growing list of districts — including Newark, Atlanta, Milwaukee and Cleveland — moved temporarily to remote learning.",https://www.nytimes.com/2022/01/03/us/school-reopening-classrooms-omicron.html,"After an unrelenting spike in cases, a small but growing list of districts — including Newark, Atlanta, Milwaukee and Cleveland — moved temporarily to remote learning.",The Omicron surge threatens to upend any sense of peace in the nation’s education system.,2022-01-04T00:41:46+0000,News
Some people are resigned to another season of restrictions and plan to forge ahead with celebrations. Others are trying to overcome a sense of perpetual fear.,https://www.nytimes.com/2021/12/23/health/omicron-family-stress-holidays.html,Some people are resigned to another season of restrictions and plan to forge ahead with celebrations. Others are trying to overcome a sense of perpetual fear.,"A single mother of two girls, Katherine Sargent is accustomed to working hard to ensure Christmas is a wonderful time, baking cookies and shopping with her children to find new ornaments for the tree.",2021-12-23T20:56:12+0000,News
Israel’s parliament ousted Benjamin Netanyahu,https://www.nytimes.com/2021/06/13/briefing/israeli-parliament-vote-netanyahu-coronavirus-china-g7.html,Israel’s parliament ousted Benjamin Netanyahu,"The Israeli parliament formally ousted Benjamin Netanyahu, whose 12-year reign as prime minister was the longest in the country’s history. The Knesset approved a new coalition government by a single vote: 60 to 59, with one abstention.",2021-06-13T20:47:07+0000,briefing
